source_account_id,target_account_id,slope,corr
0976P,25000D,2900267.041666667,0.9540775733203903
0977P,560P,1.0,1.0
0977P,4513G,8573.371428571429,0.8442537179926694
0977P,3713S,-2895.4857142857168,-0.7702953967330697
0977P,3713G,-2527.0571428571425,-0.822529412112676
0977P,3711U,-6.914285714285716,-0.9174304569221045
0977P,3711S,-12307.028571428571,-0.9362796805307448
0977P,3711G,-9261.314285714292,-0.9404478006450868
0977P,3710U,-1.0,-1.0
0977P,3710S,-1768.000000000001,-1.0000000000000002
0977P,3710G,-1768.000000000001,-1.0000000000000002
0978P,550P,1.0,1.0
0978P,1610D,217373.07204610956,0.9294688088403361
0978P,26000D,217373.07204610956,0.9294688088403361
0978P,395BU,15.723342939481268,0.8596979485466295
0978P,1495D,477449.0605187321,0.8508970329972709
0978P,2111D,632021.0403458215,0.8457108556041539
0978P,0976P,0.760806916426513,0.8351085798012357
0978P,0971P,0.760806916426513,0.8351085798012357
0978P,540P,0.760806916426513,0.8351085798012355
0978P,1010D,-358992.6167146975,-0.8711252398731131
0979P,0968P,0.508896797153025,0.9721594786122376
0979P,510P,0.4911032028469751,0.9701964434020751
0979P,570P,1.7633451957295379,0.9496960706268687
0979P,5000XP,3.9128113879003568,0.9402049968334399
0979P,5000D,10.980427046263348,0.9381973546059581
0979P,1510D,5435.574733096085,0.8788465867109218
0979P,3001ST,14.457295373665485,0.8764030856589643
0979P,1830D,3383.3024911032026,0.8752081973812011
0979P,50042ST,-697.473309608541,-0.9007971273666445
0979P,50007SD,-317.6565836298933,-0.912276401055031
10000AD,10000D,1.5350276439476012,0.9196108068974743
10000AD,8020D,0.7551214496257407,0.6574651999405604
10000AD,8021D,0.42075141507669545,0.6344745327432358
10000AD,10000BD,0.5350276439476013,0.6321971310050497
10000AD,8022D,0.33437003454904546,0.622544238002235
10000AD,395CU,0.00034942305485249225,0.6020188537473918
10000AD,391BU,0.00023820189223090543,0.5824224385772856
10000AD,3950U,0.002786155627902808,0.5777075373995876
10000AD,395BU,0.0003613178632201237,0.572293402507663
10000AD,3910U,0.0025476123681890863,0.5683961507221282
10000BD,8022D,0.6044386440009465,0.9523986948798987
10000BD,8020D,1.234141183938018,0.9093781392345475
10000BD,17000D,4.789443715411398,0.9075720234443636
10000BD,10000D,1.747014134638169,0.8857435230709041
10000BD,50003SDY,0.00023023553196177746,0.8604876509083907
10000BD,44800G,3.960384003233706,0.859432010025337
10000BD,400000G,4.99909954283935,0.8552490431769951
10000BD,400000XG,4.99909954283935,0.8552490431769951
10000BD,50001SDY,0.0009355148875086883,0.8477164016543033
10000BD,2410D,-5.6770197435101135,-0.8471308446355599
10000D,10000AD,0.5509243038697298,0.9196108068974743
10000D,10000BD,0.4490756961302703,0.8857435230709041
10000D,8022D,0.27537896326011263,0.8558265652472825
10000D,8020D,0.5882545332620981,0.8549355588920405
10000D,8021D,0.31287557000198546,0.7875395947610772
10000D,50003SDY,0.00010451285172742449,0.7704251027283673
10000D,17000BD,0.6027196775024872,0.7619332163733319
10000D,M17000BD,0.6027196775024872,0.7619332163733319
10000D,17000D,2.038128062409888,0.7617560783094635
10000D,395BU,0.00028715268712635,0.7591967241704173
10011002D,1520D,1.6639699373475636,0.8664640767237006
10011002D,50041ST,0.06792520818455382,0.7758416959234856
10011002D,8373D,0.13286220726726303,0.6903408751658751
10011002D,1240D,1.1809725913416698,0.6804319514844772
10011002D,1230AD,1.1809725913416698,0.6804319514844772
10011002D,3015G,1.1293338245074305,0.6551471216985134
10011002D,1890D,0.18744536594327177,0.6359958150485451
10011002D,1230BD,0.9800546122662092,0.6320645963553446
10011002D,510P,-3.9600826459209995e-05,-0.6169842335723821
10011002D,50048ST,-3.5186312127207735,-0.6559863601057466
1010D,27000D,-6.665111442912353,-0.9027655985160924
1010D,50024ST,-8.640544184011012e-05,-0.9034126272139653
1010D,31000D,-7.40955425877319,-0.9040549278096457
1010D,24000D,-1.681558634886678,-0.9058640442702486
1010D,50039ST,-1.6815589483312194,-0.9058641150557682
1010D,33000D,-5.924683724929474,-0.9059829122627844
1010D,1495D,-1.239482056881561,-0.9103221915008538
1010D,1610D,-0.5207689461096418,-0.917654240217035
1010D,26000D,-0.5207689461096418,-0.917654240217035
1010D,25000D,-6.217469367500699,-0.9251939141700268
1020D,44700S,0.5715845364190416,0.8579933641372015
1020D,44700XS,0.5715845364190416,0.8579933641372015
1020D,44500S,0.5403507391792791,0.8516452628236301
1020D,44000S,0.5406154419110171,0.851487171994775
1020D,44800S,1.7843295220247086,0.8358571314387516
1020D,3500S,0.6003527648557169,0.8316561098495644
1020D,400000S,1.8567919922795777,0.8306892151360422
1020D,400000XS,1.8567919922795777,0.8306892151360422
1020D,M17000BD,0.07470605654796376,0.8085172449709193
1020D,17000BD,0.07470605654796376,0.8085172449709193
1100AD,1100D,0.9978902393474441,0.9999289953419211
1100AD,1100BD,1.0053372633974296,0.9993755772981575
1100AD,21000D,1.1089069976758157,0.9883270383611414
1100AD,22000D,1.3391315755552855,0.9339845319995318
1100AD,22000XD,1.3548473180927427,0.9290918231180288
1100AD,22500D,1.3548473180927427,0.9290918231180288
1100AD,3003ST,6.842388248504746e-05,0.7011860607069849
1100AD,3002ST,8.125258338772845e-05,0.6965634299108341
1100AD,5100S,0.028614170887708987,0.691087407452795
1100AD,3001ST,9.357023516310158e-05,0.6541957791434647
1100BD,1100AD,0.9934492442116909,0.9993755772981575
1100BD,1100D,0.9913839141457563,0.9993354725498534
1100BD,21000D,1.102635397991765,0.988599830311685
1100BD,22000D,1.3323733175306975,0.9348144317029276
1100BD,22000XD,1.347758077394834,0.9297437626326183
1100BD,22500D,1.347758077394834,0.9297437626326183
1100BD,3003ST,6.862902056471957e-05,0.7074836536189488
1100BD,3002ST,8.153799151408685e-05,0.7031800642534762
1100BD,5100S,0.028273282867946142,0.6869278110001209
1100BD,3001ST,9.400611787128209e-05,0.6611639768171732
1100CD,1130CD,0.1534079552268639,0.8957237254941227
1100CD,1280DD,2.5990301818908645,0.8375212945909116
1100CD,8373D,0.5808678792724362,0.807399875642859
1100CD,8370D,1.291085948430941,0.7046089257533403
1100CD,8064D,0.13239296422146707,0.6884176546072371
1100CD,1280CD,0.5729188486907854,0.6647272133820535
1100CD,8374D,0.14619968019188478,0.6323374150924226
1100CD,8063D,0.3019906056366177,0.6248380359508653
1100CD,8313D,0.0672906256246252,0.6037155838709986
1100CD,8314D,0.02883689786128322,0.603556462133942
1100D,1100AD,1.0019719166502181,0.9999289953419211
1100D,1100BD,1.0073508077412798,0.9993354725498534
1100D,21000D,1.1107431597896518,0.9879451030704176
1100D,22000D,1.340386299042159,0.9329535596077656
1100D,22000XD,1.3550751201154736,0.9273533947030546
1100D,22500D,1.3550751201154736,0.9273533947030546
1100D,3003ST,6.848586768774513e-05,0.7003903213215589
1100D,3002ST,8.131720892921496e-05,0.695696099464978
1100D,5100S,0.0285704275719771,0.6886240174463862
1100D,3001ST,9.362165169265267e-05,0.653220684308175
1100DD,1100ED,1.800494519497409,0.9568910218260677
1100DD,1230CD,1.28974466310728,0.894067509525659
1100DD,1100DOT,3.2530608526781415,0.8877057411967345
1100DD,3701G,1.1200745080086199,0.8877057411967344
1100DD,3701S,1.1200745080086199,0.8877057411967344
1100DD,1230ED,0.9171392097228986,0.8877057411967343
1100DD,1140DOT,9.625389642010482,0.8877057411967343
1100DD,3701U,0.0008021158035008737,0.8877057411967342
1100DD,1230DD,1.071626713477167,0.8877057411967341
1100DD,8510D,-61.93528368271112,-0.8877047390043394
1100DOT,1230ED,0.28193115691882836,1.0000000000000002
1100DOT,1140DOT,2.9588716835979896,1.0000000000000002
1100DOT,1230DD,0.329421047440576,1.0
1100DOT,3701U,0.00024657264029983244,0.9999999999999999
1100DOT,3701G,0.34431403491468593,0.9999999999999998
1100DOT,3701S,0.34431403491468593,0.9999999999999998
1100DOT,1100ED,0.5040592901525931,0.9816924664631062
1100DOT,3704U,0.0003409747368717684,0.971738668566349
1100DOT,3704G,0.21070266157552875,0.9539838704424577
1100DOT,8510D,-19.039100784805495,-0.9999999972137061
1100ED,3701G,0.6583002480023935,0.9816924664631064
1100ED,3701S,0.6583002480023935,0.9816924664631064
1100ED,1100DOT,1.9119181364927724,0.9816924664631062
1100ED,1230DD,0.6298260751440837,0.981692466463106
1100ED,3701U,0.00047142670295215845,0.9816924664631059
1100ED,1230ED,0.5390292921554979,0.9816924664631056
1100ED,1140DOT,5.6571204354259,0.981692466463105
1100ED,1100DD,0.5085494111400732,0.9568910218260677
1100ED,3704U,0.0006503022916960424,0.951587507323049
1100ED,8510D,-36.401199941660984,-0.9816924057094902
1130AD,1130D,1.0,1.0
1130AD,1130BD,0.9380803758515364,0.9918584059647562
1130AD,396FU,0.00018427697313518992,0.6244398148966709
1130AD,3960U,0.0002474041462692192,0.5675088595482366
1130AD,1910D,0.7083950949977978,0.552886140579134
1130AD,396ID,2.9723390701818437,0.5463583312557028
1130AD,3000ST,0.0034632490963273812,0.5389901030438303
1130AD,22421150D,10.116516550053829,0.4961294545786177
1130AD,20000D,36.60037168816814,0.49069594231137503
1130AD,1400MCU,-0.00028314143998369655,-0.47832865647862216
1130BD,1130AD,1.048719409133705,0.9918584059647562
1130BD,1130D,1.048719409133705,0.9918584059647562
1130BD,396FU,0.00018514811889378712,0.593374928982593
1130BD,3960U,0.00024708773463758715,0.5360523846240297
1130BD,396ID,2.9181069677540825,0.5073069357154384
1130BD,3000ST,0.003427476839937248,0.504500920020402
1130BD,1910D,0.6816434780199251,0.5031619763218392
1130BD,20000D,38.78618210681671,0.49180662604581465
1130BD,22421150D,10.560558425728555,0.4898253653959673
1130BD,1400MCU,-0.00029819078326928064,-0.4764392715338482
1130CD,1280DD,17.021192504258938,0.9393951685497015
1130CD,1100CD,5.229982964224872,0.8957237254941227
1130CD,8064D,0.8014787052810899,0.7137611159210775
1130CD,8374D,0.9454480408858599,0.7003480547650972
1130CD,8370D,7.4885008517887535,0.6999413856371411
1130CD,8373D,2.8903645655877335,0.6880781142983742
1130CD,8313D,0.4292844974446336,0.6596245778591734
1130CD,8314D,0.18396933560477,0.6594602280336075
1130CD,8063D,1.8084599659284493,0.6408505010881939
1130CD,8371D,2.228524701873934,0.6364064020324849
1130D,1130AD,1.0,1.0
1130D,1130BD,0.9380803758515364,0.9918584059647562
1130D,396FU,0.00018427697313518992,0.6244398148966709
1130D,3960U,0.0002474041462692192,0.5675088595482366
1130D,1910D,0.7083950949977978,0.552886140579134
1130D,396ID,2.9723390701818437,0.5463583312557028
1130D,3000ST,0.0034632490963273812,0.5389901030438303
1130D,22421150D,10.116516550053829,0.4961294545786177
1130D,20000D,36.60037168816814,0.49069594231137503
1130D,1400MCU,-0.00028314143998369655,-0.47832865647862216
1130DD,1230CD,12.433771428571433,0.7788207201121465
1130DD,6142DZ,1.8514194285714292,0.7402365665017699
1130DD,6143DZ,1.506883428571429,0.7379795429394569
1130DD,6106DZ,1.877083428571429,0.7044948074058142
1130DD,6107DZ,1.5087657142857145,0.7000825331693199
1130DD,8203D,2.330800000000001,0.6245107236670614
1130DD,396KD,79.80354285714289,0.5951511231612252
1130DD,1280DD,37.34537142857143,0.503280488224698
1130DD,396JD,119.3026285714286,0.4738142587929595
1130DD,8210D,9.240742857142859,0.46671817611896543
1140AD,1140D,0.8677723640485393,0.9667999951957521
1140AD,1510D,0.1818478369257445,0.7996294316197475
1140AD,396AD,0.9893156087454892,0.7933181682363017
1140AD,1140ED,0.7448499349679484,0.787727691414529
1140AD,34000D,8.042173507562035,0.7831079703765602
1140AD,5000D,0.00033489361817476366,0.7782065408886347
1140AD,1830D,0.10813528851881356,0.7607658748088002
1140AD,0968P,1.4499872241537806e-05,0.7533295529121118
1140AD,396AU,-1.4980892506231147e-05,-0.8048920382556806
1140AD,1530D,-0.0003490018122466618,-0.8057323555890745
1140BD,8244D,0.0029924514876661563,0.6419565142523529
1140BD,50008SD,9.484214194378844e-05,0.6183354566848898
1140BD,8240D,0.013083427604393905,0.5444961865705259
1140BD,50041ST,0.019058334601023755,0.5140343821870608
1140BD,8164D,0.006677857595763248,0.5136526751838874
1140BD,0968P,-1.4074555221929296e-05,-0.5007148419756883
1140BD,1551D,-0.356672487386897,-0.5395233358968985
1140BD,8052D,-0.06749609004740172,-0.5484861166222994
1140BD,1990D,-3.192083645882364,-0.6378448389125666
1140BD,29000D,-3.133349687688833,-0.6406285416830837
1140CD,396AD,3.3200703443414104,0.6992879391762454
1140CD,396BD,1.4845887968619689,0.6723359459377654
1140CD,1140D,2.267673697462924,0.6636018688684621
1140CD,1990D,8.525843692754654,0.6534906919377803
1140CD,29000D,8.237276901163373,0.6460146107507576
1140CD,1510D,0.5580466926209837,0.644536301727295
1140CD,1140AD,2.440664322409804,0.6410682464423986
1140CD,1530D,-0.001122709053165184,-0.6808109928493123
1140CD,396AU,-4.8260445395273684e-05,-0.6810633065355283
1140CD,2260D,-2.597014748664611,-0.7011109520814758
1140D,1140AD,1.077128368492527,0.9667999951957521
1140D,1140ED,0.8615138181149805,0.8177842680193043
1140D,1510D,0.20643632480073348,0.8147716799745299
1140D,396AD,1.1308682893054893,0.8139425284474796
1140D,5000D,0.0003884593629266552,0.8102196545584629
1140D,34000D,9.103987942191115,0.7956994444592153
1140D,0968P,1.6657883522707056e-05,0.7768010891610752
1140D,1830D,0.12297162707775423,0.7765289921251594
1140D,396AU,-1.713310383682234e-05,-0.8262380021867265
1140D,1530D,-0.00039975693712565396,-0.8283775226400306
1140DD,8144D,0.05776147008497263,0.837262927346046
1140DD,8143D,0.0575783391265483,0.8299562371518999
1140DD,8140D,0.11791724969034056,0.829437356493246
1140DD,8322D,0.0014129127470946501,0.7401734687949159
1140DD,50040ST,0.1506026158226954,0.6418893772684799
1140DD,1140CD,0.4982965622361465,0.5428827424712552
1140DD,2490D,8.021880379568618,0.529012023721481
1140DD,8321D,0.0013096039489046017,0.5048945877440779
1140DD,8210D,-0.12380836899549068,-0.5515747174934386
1140DD,8213D,-0.11459783301720618,-0.5872181467085692
1140DOT,1100DOT,0.33796666666666686,1.0000000000000002
1140DOT,3701S,0.11636666666666663,1.0
1140DOT,3701G,0.11636666666666663,1.0
1140DOT,3701U,8.333333333333329e-05,0.9999999999999998
1140DOT,1230DD,0.11133333333333337,0.9999999999999997
1140DOT,1230ED,0.0952833333333333,0.9999999999999997
1140DOT,1100ED,0.17035523809523812,0.981692466463105
1140DOT,3704U,0.00011523809523809527,0.9717386685663492
1140DOT,3704G,0.07121047619047621,0.9539838704424569
1140DOT,8510D,-6.434581428571428,-0.9999999972137058
1140ED,1810D,0.022271678563684377,0.9407650516491356
1140ED,34000D,10.131689176143603,0.932873453942093
1140ED,1830D,0.13949815353035272,0.9279930223154393
1140ED,5000D,0.00041908789515799586,0.9208434294281174
1140ED,5000XP,0.00014857695725143465,0.9181017277465784
1140ED,0968P,1.819408442836866e-05,0.8938069071893249
1140ED,391AU,0.00022898630386999065,0.8896190354458332
1140ED,3013ST,0.0003982189327471269,0.8846340973841934
1140ED,1790D,0.5196976604740006,0.880212763623055
1140ED,2410D,-3.265890369525456,-0.9200338587123058
11770D,1770D,1.1636483019809234,0.9939042928603532
11770D,1730D,0.687327737268392,0.8109755790646695
11770D,16000BD,1.300699861106247,0.79715861312154
11770D,1780D,0.16364830198092328,0.7851656215935819
11770D,1810D,0.059010898434951733,0.7250793343825851
11770D,3012ST,0.0012431651179574826,0.7146410930431744
11770D,5000AP,0.0001541965764626889,0.7023022619042782
11770D,1830D,0.3611193131739281,0.698798626182787
11770D,8211D,-0.02372060344811127,-0.6923505367289691
11770D,11890D,-0.8361092741764501,-0.8720394351975304
11790D,1790D,1.4850621589386315,0.8360368735832464
11790D,3910U,0.0062170895067558294,0.7366218875118661
11790D,3950U,0.006545937377042792,0.7207990877606506
11790D,50012SDY,0.004473160520311876,0.7159231286774029
11790D,1810D,0.049320218168788,0.6924638643910391
11790D,50001SDY,0.0011664192820122939,0.6632398182535304
11790D,391EU,0.0007424788167663962,0.6607989327641555
11790D,3580U,3.7832554800745946e-05,0.6573762012224967
11790D,391KU,0.000571964673293038,0.6554879263650659
11790D,4512G,-0.07068204412673099,-0.6741882021505045
11810D,11830D,6.2756299687551005,0.9912545839728436
11810D,1420D,-699.2595764730399,-0.9261651733343054
11810D,23000D,-708.7831496870738,-0.927063959195288
11810D,50029ST,-708.8366006236499,-0.9271046105069105
11810D,395AU,-0.0037340531395557717,-0.9287541032830761
11810D,391AU,-0.0041740193297369,-0.9360176805267896
11810D,2520D,-161.64921064573983,-0.9427139530983375
11810D,1840D,-8.264911951427008,-0.9674269849131303
11810D,1820D,-1.2651909132497086,-0.9707568781037348
11810D,1800D,-6.092127925293043,-0.9717885790870502
11830D,11810D,0.15657163585795222,0.9912545839728436
11830D,2100D,-144.6989227006615,-0.9230789425614149
11830D,1420D,-110.22910374694949,-0.9243116335563488
11830D,23000D,-111.75755674420614,-0.9254337450556387
11830D,50029ST,-111.76570796860275,-0.9254720339672976
11830D,2520D,-25.402107053558968,-0.9378820163096369
11830D,391AU,-0.0006743453438467288,-0.9573794012608077
11830D,1840D,-1.3258640096817158,-0.9825418722985962
11830D,1820D,-0.20244950083486565,-0.9834295235724767
11830D,1800D,-0.9748102223592889,-0.9844529638131261
11850D,1850D,1.1902923172055906,0.999070373515553
11850D,6098DZ,0.0725157400531747,0.999070373515553
11850D,1870D,3.1517876831260985,0.9990703735155528
11850D,11870D,3.1517876831260985,0.9990703735155528
11850D,8461D,4.005725699038578,0.9917460997600988
11850D,15000AD,12.877828010801226,0.9869292985839303
11850D,5240G,1.915706114590938,0.9844135918034711
11850D,8421D,9.132844604126953,0.9818305677022938
11850D,8663D,-0.42595463009470313,-0.9825730837626631
11850D,8662D,-0.18066683075489007,-0.9938982152213193
11870D,6098DZ,0.0230078125,1.0000000000000002
11870D,1850D,0.37765624999999997,1.0
11870D,1870D,1.0,1.0
11870D,11850D,0.316690625,0.9990703735155528
11870D,8461D,1.2709758928571429,0.9926987639566051
11870D,15000AD,4.102245535714286,0.9918042062379183
11870D,8421D,2.912316964285714,0.9877112361191177
11870D,5240G,0.6069705357142857,0.9839594451614635
11870D,8663D,-0.13462232142857145,-0.979669231604908
11870D,8662D,-0.05720312500000001,-0.9927596397963137
11890D,M17000BD,-2.2569553781913885,-0.7616583096729641
11890D,3002ST,-0.0014333082954550117,-0.7641306635645659
11890D,3003ST,-0.0012026564264333867,-0.7664285223265686
11890D,3011ST,-0.001806881459206638,-0.8127128375119824
11890D,3012ST,-0.001521430668632182,-0.8385679344587295
11890D,11770D,-0.9095136246259888,-0.8720394351975304
11890D,16000BD,-1.487703505907304,-0.8742003000899525
11890D,1770D,-1.1156919598992292,-0.9136798461785426
11890D,1730D,-0.8381741258381757,-0.948211180986747
11890D,1780D,-0.20617833527324042,-0.9484615221622466
1200AD,1200BD,1.0,1.0
1200AD,1200D,1.001472209779883,0.9999619574070865
1200AD,3026S,4.19263424894492,0.885906642677649
1200AD,3026U,7.2687451904228e-05,0.8855769642423867
1200AD,8051D,0.12754542132910668,0.8721985144105864
1200AD,50038ST,4.881235479798791,0.8661630427908489
1200AD,8050D,0.15844061472952212,0.8572720871737445
1200AD,1551D,0.21022965437198346,0.8554464596605539
1200AD,530P,7.933776989197044e-06,0.8548033768755058
1200AD,0963P,7.933776989197044e-06,0.8548033768755058
1200BD,1200AD,1.0,1.0
1200BD,1200D,1.001472209779883,0.9999619574070865
1200BD,3026S,4.19263424894492,0.885906642677649
1200BD,3026U,7.2687451904228e-05,0.8855769642423867
1200BD,8051D,0.12754542132910668,0.8721985144105864
1200BD,50038ST,4.881235479798791,0.8661630427908489
1200BD,8050D,0.15844061472952212,0.8572720871737445
1200BD,1551D,0.21022965437198346,0.8554464596605539
1200BD,530P,7.933776989197044e-06,0.8548033768755058
1200BD,0963P,7.933776989197044e-06,0.8548033768755058
1200D,1200BD,0.9984539825435491,0.9999619574070865
1200D,1200AD,0.9984539825435491,0.9999619574070865
1200D,3026S,4.18746802856444,0.8861513613990301
1200D,3026U,7.25981652156706e-05,0.885825005561601
1200D,8051D,0.12738092885713995,0.8723892506396611
1200D,50038ST,4.873997263791821,0.866184874151091
1200D,8050D,0.15824965965153806,0.8575320756137633
1200D,1551D,0.209951194131891,0.855603653697173
1200D,530P,7.917866265762606e-06,0.8543775478265594
1200D,0963P,7.917866265762606e-06,0.8543775478265594
1230AD,1240D,1.0,1.0
1230AD,1230BD,0.8710472056429734,0.9750075967707732
1230AD,50041ST,0.03502074107783591,0.6942607121529443
1230AD,10011002D,0.39203927677524364,0.6804319514844772
1230AD,8240D,0.02024574239056237,0.6192942528252727
1230AD,1520D,0.6685509250345683,0.6042194477382302
1230AD,8203D,0.014480772933330997,0.6019269492452592
1230AD,8241D,0.005821504209476136,0.5997259169815539
1230AD,8242D,0.002495580487634117,0.5996666212548067
1230AD,50048ST,-2.1789314406735163,-0.7050497182690247
1230BD,1240D,1.0913757688470997,0.9750075967707732
1230BD,1230AD,1.0913757688470997,0.9750075967707732
1230BD,8240D,0.025988407023068903,0.7101935037790282
1230BD,8241D,0.00745296728206707,0.6859311224834395
1230BD,8242D,0.003194983790787788,0.6858681660371363
1230BD,50041ST,0.03771073373474125,0.66787614588571
1230BD,8243D,0.01101905229887452,0.6536560231158951
1230BD,10011002D,0.407636114320258,0.6320645963553446
1230BD,8244D,0.004321403651339523,0.6087332928967638
1230BD,50048ST,-2.3285899596756776,-0.673136113230482
1230CD,1100DD,0.619779041894686,0.894067509525659
1230CD,1130DD,0.0487834055467829,0.7788207201121465
1230CD,1100ED,0.9722199652860769,0.7453643859184066
1230CD,8203D,0.15626720135968916,0.6684487373976722
1230CD,1100DOT,1.5362339192533665,0.6047384991408087
1230CD,1230DD,0.5060677867941854,0.6047384991408087
1230CD,1230ED,0.43311220615304746,0.6047384991408087
1230CD,3701S,0.5289468993109283,0.6047384991408086
1230CD,3701G,0.5289468993109283,0.6047384991408086
1230CD,3701U,0.0003787932535884621,0.6047384991408086
1230DD,3701G,1.0452095808383242,1.0000000000000002
1230DD,3701S,1.0452095808383242,1.0000000000000002
1230DD,1100DOT,3.035628742514971,1.0
1230DD,1230ED,0.8558383233532932,1.0
1230DD,3701U,0.0007485029940119763,1.0
1230DD,1140DOT,8.982035928143718,0.9999999999999997
1230DD,1100ED,1.530136869118906,0.981692466463106
1230DD,3704U,0.0010350727117194188,0.9717386685663489
1230DD,3704G,0.6396150556030796,0.9539838704424569
1230DD,8510D,-57.79564157399488,-0.999999997213706
1230ED,1100DOT,3.5469651915340217,1.0000000000000002
1230ED,1230DD,1.1684449886303998,1.0
1230ED,3701U,0.0008745845723281442,1.0
1230ED,3701G,1.2212698967990194,0.9999999999999998
1230ED,3701S,1.2212698967990194,0.9999999999999998
1230ED,1140DOT,10.495014867937725,0.9999999999999997
1230ED,1100ED,1.7878807566405954,0.9816924664631056
1230ED,3704U,0.001209425522876634,0.9717386685663496
1230ED,3704G,0.7473550063719729,0.953983870442457
1230ED,8510D,-67.5310277618131,-0.9999999972137059
1240D,1230AD,1.0,1.0
1240D,1230BD,0.8710472056429734,0.9750075967707732
1240D,50041ST,0.03502074107783591,0.6942607121529443
1240D,10011002D,0.39203927677524364,0.6804319514844772
1240D,8240D,0.02024574239056237,0.6192942528252727
1240D,1520D,0.6685509250345683,0.6042194477382302
1240D,8203D,0.014480772933330997,0.6019269492452592
1240D,8241D,0.005821504209476136,0.5997259169815539
1240D,8242D,0.002495580487634117,0.5996666212548067
1240D,50048ST,-2.1789314406735163,-0.7050497182690247
1280AD,1280D,0.8397265670918809,0.9825857356020936
1280AD,5040D,0.00032320222774467167,0.8049183579073167
1280AD,3060G,0.013442288163674555,0.7103958522330487
1280AD,8420D,0.936117756104513,0.6224088862421736
